zone,Investment_cap,FixedOM_cap,VariableOM_cap,Startup_cap,NonServedDemand_cap,Supply_cap,UnmetPolicyPenalty_cap,Total_cap,Investment_no_cap,FixedOM_no_cap,VariableOM_no_cap,Startup_no_cap,NonServedDemand_no_cap,Supply_no_cap,UnmetPolicyPenalty_no_cap,Total_no_cap,Investment_diff,FixedOM_diff,VariableOM_diff,Startup_diff,NonServedDemand_diff,Supply_diff,UnmetPolicyPenalty_diff,Total_diff,Total_pct_change
Region13Fujian_h2dri_transforms_dri_Region13Fujian,1118611.1914021212,167791.67871031814,0.0,0.0,0.0,0.0,0.0,1286402.8701124394,2250900.256333684,337635.03845005255,0.0,0.0,0.0,0.0,0.0,2588535.2947837366,-1132289.0649315629,-169843.3597397344,0.0,0.0,0.0,0.0,0.0,-1302132.4246712972,-50.303831178013205
Region13Fujian_methanol_coal_ccs_transforms_methanol_Region13Fujian,5791864.481741387,785481.4021085033,0.0,0.0,0.0,0.0,0.0,6577345.883849891,4279542.713485352,580383.2637259894,0.0,0.0,0.0,0.0,0.0,4859925.977211341,1512321.7682560356,205098.1383825139,0.0,0.0,0.0,0.0,0.0,1717419.9066385496,35.33839640133813
Region13Fujian_methanol_coal_transforms_methanol_Region13Fujian,44320478.357157715,33391333.43399411,0.0,0.0,0.0,0.0,0.0,77711811.79115182,45413222.08472301,33528372.77179436,0.0,0.0,0.0,0.0,0.0,78941594.85651737,-1092743.727565296,-137039.33780024946,0.0,0.0,0.0,0.0,0.0,-1229783.065365553,-1.5578391437375712
Region13Fujian_methanol_gas_ccs_transforms_methanol_Region13Fujian,3382122.9656602875,435084.57906722225,0.0,0.0,0.0,0.0,0.0,3817207.54472751,2331114.157543226,299880.2327089044,0.0,0.0,0.0,0.0,0.0,2630994.3902521306,1051008.8081170614,135204.34635831782,0.0,0.0,0.0,0.0,0.0,1186213.1544753793,45.086114925608165
Region13Fujian_methanol_h2_transforms_methanol_Region13Fujian,1574876.789076846,196859.6067089846,0.0,0.0,0.0,0.0,0.0,1771736.395785831,1172899.7544690804,146612.47532208133,0.0,0.0,0.0,0.0,0.0,1319512.2297911616,401977.03460776573,50247.13138690326,0.0,0.0,0.0,0.0,0.0,452224.1659946693,34.272070829252
Region13Fujian_scrapeaf100_transforms_crudesteel_Region13Fujian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4746.06613486726,712.7235401375531,0.0,0.0,0.0,0.0,0.0,5458.789675004813,-4746.06613486726,-712.7235401375531,0.0,0.0,0.0,0.0,0.0,-5458.789675004813,-100.0
Region13Fujian_scrapeaf56_transforms_crudesteel_Region13Fujian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.5565544297481,169433.90148937085,0.0,0.0,0.0,0.0,0.0,170092.4580438006,-658.5565544297481,-169433.90148937085,0.0,0.0,0.0,0.0,0.0,-170092.4580438006,-100.0
Region13Fujian_tradcement_transforms_cement_Region13Fujian,996.088193151662,1939680.8350950377,2869294626.352718,0.0,0.0,0.0,0.0,2871235303.276006,670.4359464590352,1939680.6588266045,2869294365.60567,0.0,0.0,0.0,0.0,2871234716.7004433,325.6522466926268,0.17626843322068453,260.74704790115356,0.0,0.0,0.0,0.0,586.575562953949,2.042938390031826e-05
Region14Jiangxi,264960482529.8453,11344845324.759254,775811839.6884912,2300350.6617333684,0.0,0.0,0.0,277083440044.9548,264996858828.79,9538159343.223396,789300338.1614493,1272126.1276049155,0.0,0.0,0.0,275325590636.3024,-36376298.94470215,1806685981.5358582,-13488498.472958088,1028224.5341284529,0.0,0.0,0.0,1757849408.6523438,0.638462049455626
Region14Jiangxi_ammonia_coal_ccs_transforms_ammonia_Region14Jiangxi,824271.9271834058,103043.34181609692,0.0,0.0,0.0,0.0,0.0,927315.2689995028,385649.0885359956,48210.51104684624,0.0,0.0,0.0,0.0,0.0,433859.59958284185,438622.8386474103,54832.83076925068,0.0,0.0,0.0,0.0,0.0,493455.6694166609,113.73625704977393
Region14Jiangxi_ammonia_coal_transforms_ammonia_Region14Jiangxi,601441373.5398777,75182945.89498946,0.0,0.0,0.0,0.0,0.0,676624319.4348671,612763699.552214,76598288.87177998,0.0,0.0,0.0,0.0,0.0,689361988.4239941,-11322326.012336373,-1415342.9767905176,0.0,0.0,0.0,0.0,0.0,-12737668.98912692,-1.8477475119055418
Region14Jiangxi_ammonia_gas_ccs_transforms_ammonia_Region14Jiangxi,839988.1039926701,105010.40818315526,0.0,0.0,0.0,0.0,0.0,944998.5121758252,382723.4619266707,47845.852539050575,0.0,0.0,0.0,0.0,0.0,430569.31446572125,457264.6420659994,57164.55564410469,0.0,0.0,0.0,0.0,0.0,514429.19771010394,119.47651177800293
Region14Jiangxi_ammonia_gas_transforms_ammonia_Region14Jiangxi,24928696.661612567,3115414.684468095,0.0,0.0,0.0,0.0,0.0,28044111.34608066,17194946.88560223,2148904.5638132,0.0,0.0,0.0,0.0,0.0,19343851.449415427,7733749.776010338,966510.120654895,0.0,0.0,0.0,0.0,0.0,8700259.896665234,44.976875052088744
Region14Jiangxi_ammonia_h2_transforms_ammonia_Region14Jiangxi,1540447.9324111158,192532.70302758683,0.0,0.0,0.0,0.0,0.0,1732980.6354387028,963642.4268850615,120440.73499442986,0.0,0.0,0.0,0.0,0.0,1084083.1618794915,576805.5055260543,72091.96803315697,0.0,0.0,0.0,0.0,0.0,648897.4735592112,59.85679847975941
Region14Jiangxi_bfbof_transforms_crudesteel_Region14Jiangxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.2992281268018,1813319506.434609,0.0,0.0,0.0,0.0,0.0,1813320974.7338371,-1468.2992281268018,-1813319506.434609,0.0,0.0,0.0,0.0,0.0,-1813320974.7338371,-100.0
Region14Jiangxi_bfbofccs_transforms_crudesteel_Region14Jiangxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45128.76062455513,6769.689783639823,0.0,0.0,0.0,0.0,0.0,51898.45040819495,-45128.76062455513,-6769.689783639823,0.0,0.0,0.0,0.0,0.0,-51898.45040819495,-100.0
Region14Jiangxi_drieaf_transforms_crudesteel_Region14Jiangxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135118.76043005375,20280.030950622895,0.0,0.0,0.0,0.0,0.0,155398.79138067664,-135118.76043005375,-20280.030950622895,0.0,0.0,0.0,0.0,0.0,-155398.79138067664,-100.0
Region14Jiangxi_gasdri_transforms_dri_Region14Jiangxi,3333.683769997283,500.0525654995924,0.0,0.0,0.0,0.0,0.0,3833.736335496875,2686.499107065706,402.97486605985586,0.0,0.0,0.0,0.0,0.0,3089.4739731255618,647.1846629315769,97.07769943973653,0.0,0.0,0.0,0.0,0.0,744.2623623713134,24.09026160587323
Region14Jiangxi_gasdriccs_transforms_dri_Region14Jiangxi,936.3108734880348,140.47883745378584,0.0,0.0,0.0,0.0,0.0,1076.7897109418209,569.2832451569665,85.41206849777248,0.0,0.0,0.0,0.0,0.0,654.6953136547389,367.0276283310683,55.06676895601336,0.0,0.0,0.0,0.0,0.0,422.09439728708196,64.47188310098066
Region14Jiangxi_h2dri_transforms_dri_Region14Jiangxi,2025.3531012283293,303.80296518424933,0.0,0.0,0.0,0.0,0.0,2329.156066412578,1770.8554812352615,265.6283221852892,0.0,0.0,0.0,0.0,0.0,2036.4838034205509,254.4976199930677,38.17464299896011,0.0,0.0,0.0,0.0,0.0,292.6722629920273,14.371450561032919
Region14Jiangxi_methanol_coal_ccs_transforms_methanol_Region14Jiangxi,2532713.062129696,343481.6221014238,0.0,0.0,0.0,0.0,0.0,2876194.6842311197,1760313.5355340769,238730.299785288,0.0,0.0,0.0,0.0,0.0,1999043.835319365,772399.526595619,104751.3223161358,0.0,0.0,0.0,0.0,0.0,877150.8489117548,43.878519991114764
Region14Jiangxi_methanol_coal_transforms_methanol_Region14Jiangxi,3045246.638002098,380655.823476611,0.0,0.0,0.0,0.0,0.0,3425902.4614787092,1590021.683820345,198752.70720186707,0.0,0.0,0.0,0.0,0.0,1788774.391022212,1455224.954181753,181903.11627474392,0.0,0.0,0.0,0.0,0.0,1637128.0704564971,91.5223338769371
Region14Jiangxi_methanol_gas_ccs_transforms_methanol_Region14Jiangxi,2592848.73092266,333550.40905741515,0.0,0.0,0.0,0.0,0.0,2926399.139980075,1836193.510887734,236212.42896311625,0.0,0.0,0.0,0.0,0.0,2072405.9398508505,756655.220034926,97337.9800942989,0.0,0.0,0.0,0.0,0.0,853993.2001292245,41.207814729130035
Region14Jiangxi_methanol_h2_transforms_methanol_Region14Jiangxi,7563653.567996022,945456.7347782851,0.0,0.0,0.0,0.0,0.0,8509110.302774308,4327254.668326923,540906.8557266602,0.0,0.0,0.0,0.0,0.0,4868161.524053583,3236398.8996690996,404549.8790516249,0.0,0.0,0.0,0.0,0.0,3640948.7787207253,74.79104299910345
Region14Jiangxi_scrapeaf100_transforms_crudesteel_Region14Jiangxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.1936848480433,52.13857227154299,0.0,0.0,0.0,0.0,0.0,399.3322571195863,-347.1936848480433,-52.13857227154299,0.0,0.0,0.0,0.0,0.0,-399.3322571195863,-100.0
Region14Jiangxi_scrapeaf56_transforms_crudesteel_Region14Jiangxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.7656650317588,2632.054755321619,0.0,0.0,0.0,0.0,0.0,3355.820420353378,-723.7656650317588,-2632.054755321619,0.0,0.0,0.0,0.0,0.0,-3355.820420353378,-100.0
Region14Jiangxi_tradcement_transforms_cement_Region14Jiangxi,1146.349954767802,2023841.1309975612,2993789687.816551,0.0,0.0,0.0,0.0,2995814675.2975035,568.0029693737417,2023842.7093472208,2993792022.607985,0.0,0.0,0.0,0.0,2995816433.3203015,578.3469853940603,-1.5783496596850455,-2334.7914338111877,0.0,0.0,0.0,0.0,-1758.0227980613708,-5.868259411718801e-05
Region15Shandong,663688821598.1244,71179624929.83817,17615266084.222607,3188965.5753136696,0.0,0.0,0.0,752486901577.7605,663655310058.6549,66114996782.04444,17592959125.59833,1752238.635467101,0.0,0.0,0.0,747365018204.9332,33511539.469482422,5064628147.793724,22306958.624275208,1436726.9398465687,0.0,0.0,0.0,5121883372.8272705,0.6853255434846712
Region15Shandong_ammonia_coal_ccs_transforms_ammonia_Region15Shandong,1145769.973045807,143234.2447699414,0.0,0.0,0.0,0.0,0.0,1289004.2178157486,569781.1354084476,71229.10578415543,0.0,0.0,0.0,0.0,0.0,641010.241192603,575988.8376373595,72005.13898578598,0.0,0.0,0.0,0.0,0.0,647993.9766231456,101.08948890076223
Region15Shandong_ammonia_coal_transforms_ammonia_Region15Shandong,34856.861368379185,903892833.8676772,0.0,0.0,0.0,0.0,0.0,903927690.7290456,70572.77414724721,904038150.1801378,0.0,0.0,0.0,0.0,0.0,904108722.954285,-35715.91277886803,-145316.31246054173,0.0,0.0,0.0,0.0,0.0,-181032.2252393961,-0.020023280457670104
Region15Shandong_ammonia_cog_transforms_ammonia_Region15Shandong,0.0,488766.4087411972,0.0,0.0,0.0,0.0,0.0,488766.4087411972,0.0,351177.1400231122,0.0,0.0,0.0,0.0,0.0,351177.1400231122,0.0,137589.26871808502,0.0,0.0,0.0,0.0,0.0,137589.26871808502,39.17944906921612
Region15Shandong_ammonia_gas_ccs_transforms_ammonia_Region15Shandong,1014538.6317523206,126831.69598651922,0.0,0.0,0.0,0.0,0.0,1141370.3277388397,472605.5494528792,59082.386312109345,0.0,0.0,0.0,0.0,0.0,531687.9357649885,541933.0822994413,67749.30967440987,0.0,0.0,0.0,0.0,0.0,609682.3919738511,114.66921683988274
Region15Shandong_ammonia_gas_transforms_ammonia_Region15Shandong,3399307.1520696064,424821.7049743674,0.0,0.0,0.0,0.0,0.0,3824128.8570439736,1900298.9074525132,237486.10693605657,0.0,0.0,0.0,0.0,0.0,2137785.0143885696,1499008.2446170931,187335.59803831083,0.0,0.0,0.0,0.0,0.0,1686343.842655404,78.88276095609721
Region15Shandong_ammonia_h2_transforms_ammonia_Region15Shandong,1548829.917559472,193580.32445210597,0.0,0.0,0.0,0.0,0.0,1742410.242011578,957857.34202022,119717.6868453577,0.0,0.0,0.0,0.0,0.0,1077575.028865578,590972.5755392519,73862.63760674826,0.0,0.0,0.0,0.0,0.0,664835.2131460002,61.69734777966306
Region15Shandong_bfbof_transforms_crudesteel_Region15Shandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.7373973154388,5021715307.4096365,0.0,0.0,0.0,0.0,0.0,5021716439.147034,-1131.7373973154388,-5021715307.4096365,0.0,0.0,0.0,0.0,0.0,-5021716439.147034,-100.0
Region15Shandong_bfbofccs_transforms_crudesteel_Region15Shandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72911.96363767504,10937.401526478388,0.0,0.0,0.0,0.0,0.0,83849.36516415342,-72911.96363767504,-10937.401526478388,0.0,0.0,0.0,0.0,0.0,-83849.36516415342,-100.0
Region15Shandong_drieaf_transforms_crudesteel_Region15Shandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17817.76012782236,2674.2750282265024,0.0,0.0,0.0,0.0,0.0,20492.035156048863,-17817.76012782236,-2674.2750282265024,0.0,0.0,0.0,0.0,0.0,-20492.035156048863,-100.0
Region15Shandong_gasdri_transforms_dri_Region15Shandong,3445.126480942162,516.7689721413242,0.0,0.0,0.0,0.0,0.0,3961.8954530834862,2443.8056205873536,366.570843088103,0.0,0.0,0.0,0.0,0.0,2810.3764636754568,1001.3208603548082,150.19812905322118,0.0,0.0,0.0,0.0,0.0,1151.5189894080295,40.97383408563186
Region15Shandong_gasdriccs_transforms_dri_Region15Shandong,7392.348131750553,1109.106495509746,0.0,0.0,0.0,0.0,0.0,8501.454627260298,1777.4687025775022,266.68144525373543,0.0,0.0,0.0,0.0,0.0,2044.1501478312375,5614.879429173051,842.4250502560106,0.0,0.0,0.0,0.0,0.0,6457.304479429061,315.8918872119059
Region15Shandong_h2dri_transforms_dri_Region15Shandong,1221163.132244042,183174.4698366063,0.0,0.0,0.0,0.0,0.0,1404337.6020806483,72925.31294294012,10938.796941441016,0.0,0.0,0.0,0.0,0.0,83864.10988438113,1148237.8193011018,172235.67289516528,0.0,0.0,0.0,0.0,0.0,1320473.4921962672,1574.5394472280595
Region15Shandong_methanol_coal_ccs_transforms_methanol_Region15Shandong,7511585.9321549265,1018706.6822173984,0.0,0.0,0.0,0.0,0.0,8530292.614372324,5549955.929059093,752674.2344439384,0.0,0.0,0.0,0.0,0.0,6302630.163503031,1961630.0030958336,266032.44777346007,0.0,0.0,0.0,0.0,0.0,2227662.450869293,35.344965404588294
Region15Shandong_methanol_coal_transforms_methanol_Region15Shandong,2239754405.0523787,878922267.1130228,0.0,0.0,0.0,0.0,0.0,3118676672.1654015,2234154379.303905,878364114.4494923,0.0,0.0,0.0,0.0,0.0,3112518493.7533975,5600025.748473644,558152.6635304689,0.0,0.0,0.0,0.0,0.0,6158178.412003994,0.19785194608041745
Region15Shandong_methanol_cog_transforms_methanol_Region15Shandong,0.0,766380.8120695414,0.0,0.0,0.0,0.0,0.0,766380.8120695414,0.0,523558.15703779954,0.0,0.0,0.0,0.0,0.0,523558.15703779954,0.0,242822.6550317419,0.0,0.0,0.0,0.0,0.0,242822.6550317419,46.37930892063453
Region15Shandong_methanol_gas_ccs_transforms_methanol_Region15Shandong,4415784.067949642,568057.2740738702,0.0,0.0,0.0,0.0,0.0,4983841.342023512,3155379.941296211,405915.8012570952,0.0,0.0,0.0,0.0,0.0,3561295.7425533067,1260404.1266534314,162141.47281677497,0.0,0.0,0.0,0.0,0.0,1422545.5994702056,39.94460730886386
Region15Shandong_methanol_gas_transforms_methanol_Region15Shandong,0.0,1834554.356695349,0.0,0.0,0.0,0.0,0.0,1834554.356695349,0.0,2413339.621368812,0.0,0.0,0.0,0.0,0.0,2413339.621368812,0.0,-578785.2646734628,0.0,0.0,0.0,0.0,0.0,-578785.2646734628,-23.982752346525686
Region15Shandong_methanol_h2_transforms_methanol_Region15Shandong,2138877.875978407,267359.74546330806,0.0,0.0,0.0,0.0,0.0,2406237.621441715,1381848.5273025949,172731.07299754905,0.0,0.0,0.0,0.0,0.0,1554579.600300144,757029.3486758121,94628.67246575901,0.0,0.0,0.0,0.0,0.0,851658.021141571,54.78381557156293
Region15Shandong_scrapeaf100_transforms_crudesteel_Region15Shandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.77408224840906,42.464588404828554,0.0,0.0,0.0,0.0,0.0,325.2386706532376,-282.77408224840906,-42.464588404828554,0.0,0.0,0.0,0.0,0.0,-325.2386706532376,-100.0
Region15Shandong_scrapeaf56_transforms_crudesteel_Region15Shandong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.335317144179,602.1366743688014,0.0,0.0,0.0,0.0,0.0,1230.4719915129804,-628.335317144179,-602.1366743688014,0.0,0.0,0.0,0.0,0.0,-1230.4719915129804,-100.0
Region15Shandong_tradcement_transforms_cement_Region15Shandong,925.4911783675348,3224740.280119559,4770233220.702427,0.0,0.0,0.0,0.0,4773458886.473724,600.716535077664,3224741.848343284,4770235540.514985,0.0,0.0,0.0,0.0,4773460883.079864,324.7746432898707,-1.5682237250730395,-2319.8125581741333,0.0,0.0,0.0,0.0,-1996.6061391830444,-4.182722322623964e-05
Region16Henan,112233285.49153765,23704160218.90223,7195660526.072604,3169833.5510617173,0.0,0.0,0.0,31015223864.017437,81964983.14478391,21068360213.862244,7185049777.8939495,1714629.750334782,0.0,0.0,0.0,28337089604.651314,30268302.34675373,2635800005.0399857,10610748.17865467,1455203.8007269353,0.0,0.0,0.0,2678134259.366123,9.450985604839701
Region16Henan_ammonia_coal_ccs_transforms_ammonia_Region16Henan,1147483.685241703,143448.47823556425,0.0,0.0,0.0,0.0,0.0,1290932.1634772671,525283.053219785,65666.34070395285,0.0,0.0,0.0,0.0,0.0,590949.3939237378,622200.632021918,77782.1375316114,0.0,0.0,0.0,0.0,0.0,699982.7695535293,118.4505436084536
Region16Henan_ammonia_coal_transforms_ammonia_Region16Henan,26358.44174093278,675147380.8545107,0.0,0.0,0.0,0.0,0.0,675173739.2962517,75933.1022064128,675350175.1836696,0.0,0.0,0.0,0.0,0.0,675426108.285876,-49574.660465480025,-202794.32915890217,0.0,0.0,0.0,0.0,0.0,-252368.98962438107,-0.03736441137356289
Region16Henan_ammonia_gas_ccs_transforms_ammonia_Region16Henan,1017872.8214522924,127248.51691492271,0.0,0.0,0.0,0.0,0.0,1145121.3383672151,461020.6131601689,57634.10521968572,0.0,0.0,0.0,0.0,0.0,518654.71837985463,556852.2082921234,69614.411695237,0.0,0.0,0.0,0.0,0.0,626466.6199873604,120.78683520787831
Region16Henan_ammonia_gas_transforms_ammonia_Region16Henan,323845.7046497507,774137.6115831761,0.0,0.0,0.0,0.0,0.0,1097983.316232927,226506.86240844463,446116.3131261125,0.0,0.0,0.0,0.0,0.0,672623.1755345572,97338.84224130609,328021.29845706356,0.0,0.0,0.0,0.0,0.0,425360.1406983697,63.238995647201875
Region16Henan_ammonia_h2_transforms_ammonia_Region16Henan,1573040.6209179095,196606.296353995,0.0,0.0,0.0,0.0,0.0,1769646.9172719046,942038.2068070738,117740.53409772876,0.0,0.0,0.0,0.0,0.0,1059778.7409048025,631002.4141108358,78865.76225626626,0.0,0.0,0.0,0.0,0.0,709868.1763671022,66.982677512576
Region16Henan_bfbof_transforms_crudesteel_Region16Henan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.6257254804027,2603266726.948397,0.0,0.0,0.0,0.0,0.0,2603267902.5741224,-1175.6257254804027,-2603266726.948397,0.0,0.0,0.0,0.0,0.0,-2603267902.5741224,-100.0
Region16Henan_bfbofccs_transforms_crudesteel_Region16Henan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35173.966344265005,5276.387769472654,0.0,0.0,0.0,0.0,0.0,40450.35411373766,-35173.966344265005,-5276.387769472654,0.0,0.0,0.0,0.0,0.0,-40450.35411373766,-100.0
Region16Henan_drieaf_transforms_crudesteel_Region16Henan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443878.2663034786,66621.87360431957,0.0,0.0,0.0,0.0,0.0,510500.1399077982,-443878.2663034786,-66621.87360431957,0.0,0.0,0.0,0.0,0.0,-510500.1399077982,-100.0
Region16Henan_gasdri_transforms_dri_Region16Henan,3298.8980591907625,494.8347088786143,0.0,0.0,0.0,0.0,0.0,3793.732768069377,2441.6835273915895,366.2525291087384,0.0,0.0,0.0,0.0,0.0,2807.936056500328,857.2145317991731,128.58217976987595,0.0,0.0,0.0,0.0,0.0,985.796711569049,35.107519962462995
Region16Henan_gasdriccs_transforms_dri_Region16Henan,2599.8753465527143,390.0707302991192,0.0,0.0,0.0,0.0,0.0,2989.946076851834,1519.749189121166,228.01465341714135,0.0,0.0,0.0,0.0,0.0,1747.7638425383072,1080.1261574315483,162.05607688197784,0.0,0.0,0.0,0.0,0.0,1242.1822343135266,71.07265890736612
Region16Henan_h2dri_transforms_dri_Region16Henan,132381.46729557632,19857.220094336444,0.0,0.0,0.0,0.0,0.0,152238.68738991278,10813.373521769365,1622.0060282654044,0.0,0.0,0.0,0.0,0.0,12435.37955003477,121568.09377380696,18235.21406607104,0.0,0.0,0.0,0.0,0.0,139803.30783987802,1124.238365844548
Region16Henan_methanol_coal_ccs_transforms_methanol_Region16Henan,5434414.880384007,737004.7820248606,0.0,0.0,0.0,0.0,0.0,6171419.662408867,3190524.5187243405,432692.73311375314,0.0,0.0,0.0,0.0,0.0,3623217.2518380936,2243890.361659666,304312.0489111075,0.0,0.0,0.0,0.0,0.0,2548202.4105707733,70.32982660032448
Region16Henan_methanol_coal_transforms_methanol_Region16Henan,887643128.7304721,508434669.3212317,0.0,0.0,0.0,0.0,0.0,1396077798.051704,888436794.6683053,508735952.11594075,0.0,0.0,0.0,0.0,0.0,1397172746.784246,-793665.93783319,-301282.7947090268,0.0,0.0,0.0,0.0,0.0,-1094948.732542038,-0.07836888710162639
Region16Henan_methanol_cog_transforms_methanol_Region16Henan,0.0,589295.8306820415,0.0,0.0,0.0,0.0,0.0,589295.8306820415,0.0,439449.1145872452,0.0,0.0,0.0,0.0,0.0,439449.1145872452,0.0,149846.71609479625,0.0,0.0,0.0,0.0,0.0,149846.71609479625,34.098763911617056
Region16Henan_methanol_gas_ccs_transforms_methanol_Region16Henan,4147845.9066471015,533589.0529861124,0.0,0.0,0.0,0.0,0.0,4681434.959633214,2594986.737724535,333825.4474870883,0.0,0.0,0.0,0.0,0.0,2928812.1852116236,1552859.1689225663,199763.6054990241,0.0,0.0,0.0,0.0,0.0,1752622.7744215908,59.84073622989771
Region16Henan_methanol_h2_transforms_methanol_Region16Henan,2252239.601722057,281529.96176246885,0.0,0.0,0.0,0.0,0.0,2533769.563484526,1461442.2373536162,182680.28716200293,0.0,0.0,0.0,0.0,0.0,1644122.524515619,790797.3643684408,98849.67460046592,0.0,0.0,0.0,0.0,0.0,889647.0389689067,54.1107506103299
Region16Henan_scrapeaf100_transforms_crudesteel_Region16Henan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.31508062328936,44.34788806914179,0.0,0.0,0.0,0.0,0.0,339.66296869243115,-295.31508062328936,-44.34788806914179,0.0,0.0,0.0,0.0,0.0,-339.66296869243115,-100.0
Region16Henan_scrapeaf56_transforms_crudesteel_Region16Henan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.1125014825589,1405.9609419616231,0.0,0.0,0.0,0.0,0.0,2100.073443444182,-694.1125014825589,-1405.9609419616231,0.0,0.0,0.0,0.0,0.0,-2100.073443444182,-100.0
Region16Henan_tradcement_transforms_cement_Region16Henan,991.3260161157727,2383394.581727651,3525663161.7408633,0.0,0.0,0.0,0.0,3528047547.6486073,665.8137419887914,2383394.4021779234,3525662896.139915,0.0,0.0,0.0,0.0,3528046956.355835,325.5122741269813,0.17954972758889198,265.60094833374023,0.0,0.0,0.0,0.0,591.2927722930908,1.6759776148326687e-05
Region17Hubei,121305618.83080135,10499572915.470602,738013868.7561327,3178371.6025968674,0.0,0.0,0.0,11362070774.660131,79662629.39947267,7964147314.106637,735431143.350291,1554331.6025092278,0.0,0.0,0.0,8780795418.458908,41642989.431328684,2535425601.363965,2582725.405841708,1624040.0000876395,0.0,0.0,0.0,2581275356.2012234,29.39682834171139
Region17Hubei_ammonia_coal_ccs_transforms_ammonia_Region17Hubei,1189551.338338227,148707.412107349,0.0,0.0,0.0,0.0,0.0,1338258.750445576,556509.5318225875,69570.00477677483,0.0,0.0,0.0,0.0,0.0,626079.5365993623,633041.8065156395,79137.40733057416,0.0,0.0,0.0,0.0,0.0,712179.2138462136,113.7521947633864
Region17Hubei_ammonia_coal_transforms_ammonia_Region17Hubei,1643761076.8165848,649352918.0337217,0.0,0.0,0.0,0.0,0.0,2293113994.8503065,1648410263.5453362,650201709.1028376,0.0,0.0,0.0,0.0,0.0,2298611972.648174,-4649186.728751421,-848791.0691158772,0.0,0.0,0.0,0.0,0.0,-5497977.797867298,-0.2391868598654002
Region17Hubei_ammonia_gas_ccs_transforms_ammonia_Region17Hubei,1087594.3272914672,135964.69248040413,0.0,0.0,0.0,0.0,0.0,1223559.0197718714,499015.9676789847,62384.06259184316,0.0,0.0,0.0,0.0,0.0,561400.0302708278,588578.3596124826,73580.62988856097,0.0,0.0,0.0,0.0,0.0,662158.9895010436,117.94780081889347
Region17Hubei_ammonia_gas_transforms_ammonia_Region17Hubei,11044865.826378169,1380310.3166827392,0.0,0.0,0.0,0.0,0.0,12425176.143060906,6486430.434965302,810628.8467936488,0.0,0.0,0.0,0.0,0.0,7297059.281758951,4558435.391412866,569681.4698890904,0.0,0.0,0.0,0.0,0.0,5128116.861301955,70.27648622947498
Region17Hubei_ammonia_h2_transforms_ammonia_Region17Hubei,1897981.560834129,237219.00137965105,0.0,0.0,0.0,0.0,0.0,2135200.5622137804,1257109.1157488555,157119.63446691318,0.0,0.0,0.0,0.0,0.0,1414228.7502157688,640872.4450852736,80099.36691273787,0.0,0.0,0.0,0.0,0.0,720971.8119980115,50.9798582363718
Region17Hubei_bfbof_transforms_crudesteel_Region17Hubei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.863521947908,2563081526.9468026,0.0,0.0,0.0,0.0,0.0,2563082887.8103247,-1360.863521947908,-2563081526.9468026,0.0,0.0,0.0,0.0,0.0,-2563082887.8103247,-100.0
Region17Hubei_bfbofccs_transforms_crudesteel_Region17Hubei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33268.83711335083,4990.602524929161,0.0,0.0,0.0,0.0,0.0,38259.43963828,-33268.83711335083,-4990.602524929161,0.0,0.0,0.0,0.0,0.0,-38259.43963828,-100.0
Region17Hubei_drieaf_transforms_crudesteel_Region17Hubei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721254.0595273079,108253.32177353806,0.0,0.0,0.0,0.0,0.0,829507.3813008459,-721254.0595273079,-108253.32177353806,0.0,0.0,0.0,0.0,0.0,-829507.3813008459,-100.0
